idx,kind,claim_id,vid,p_entail_fwd,p_contra_fwd,p_entail_bwd,p_contra_bwd
54,vocab,-1,489,0.04221563,0.9531134,,
54,cat,-1,490,0.003998389,0.99281067,,
54,shuffle,-1,491,0.9626027,0.021898927,0.9212524890899658,0.05708172917366028
54,unrelated,75,492,0.58415884,0.33759034,,
54,unrelated_token,75,493,0.75681275,0.17062904,,
55,paraphrase,-1,495,0.9980381,0.0006440933,0.9983103275299072,0.0004930142895318568
55,translate,-1,496,0.9978319,0.0005443912,0.9971686005592346,0.0007479698397219181
55,polarity,-1,497,0.0012053933,0.99780303,,
55,vocab,-1,498,0.106677726,0.8825127,,
55,cat,-1,499,0.05126952,0.9367064,,
55,shuffle,-1,500,0.9813721,0.009677573,0.9839665293693542,0.008028504438698292
55,unrelated,149,501,0.9478105,0.014604111,,
55,unrelated_token,149,502,0.94894207,0.013992911,,
56,paraphrase,-1,504,0.9987841,0.0002997551,0.998702883720398,0.000310455565340817
56,translate,-1,505,0.99797326,0.00054659933,0.9982901215553284,0.0004704280581790954
56,polarity,-1,506,0.0014847239,0.9972429,,
56,vocab,-1,507,0.0046189777,0.9935329,,
56,cat,-1,508,0.00068057235,0.99844044,,
56,shuffle,-1,509,0.93810236,0.047186743,0.9348934292793274,0.048281747847795486
56,unrelated,82,510,0.8468252,0.11672314,,
56,unrelated_token,82,511,0.89279264,0.082779504,,
57,paraphrase,-1,513,0.9979809,0.00034205578,0.9984939098358154,0.0003208695270586759
57,translate,-1,514,0.99705446,0.0006930321,0.9979076385498047,0.0005307831452228129
57,polarity,-1,515,0.0003087368,0.9990103,,
57,vocab,-1,516,0.12983942,0.85577726,,
57,cat,-1,517,0.12834817,0.8460775,,
57,shuffle,-1,518,0.9456707,0.035783265,0.8861742615699768,0.0844641923904419
57,unrelated,120,519,0.51052034,0.36798343,,
57,unrelated_token,120,520,0.5913138,0.2753213,,
58,paraphrase,-1,522,0.99828726,0.00034349997,0.9985425472259521,0.0002973504306282848
58,translate,-1,523,0.9977176,0.0005760499,0.9984660148620605,0.0003931265673600137
58,polarity,-1,524,0.0003797548,0.9990157,,
58,vocab,-1,525,0.8325908,0.15472989,,
58,cat,-1,526,0.0022025218,0.9951408,,
58,shuffle,-1,527,0.95361024,0.026168382,0.950373113155365,0.027144938707351685
58,unrelated,64,528,0.712323,0.022279965,,
58,unrelated_token,64,529,0.7299102,0.027917385,,
59,paraphrase,-1,531,0.99611807,0.0010093782,0.9984295964241028,0.000341541861416772
59,translate,-1,532,0.99730563,0.00063488097,0.99796462059021,0.0006490971427410841
59,polarity,-1,533,0.0007948349,0.9973929,,
59,vocab,-1,534,0.0056333346,0.99090964,,
59,cat,-1,535,0.19513834,0.7425829,,
59,shuffle,-1,536,0.9372392,0.039274495,0.9110544919967651,0.06297436356544495
59,unrelated,213,537,0.6558071,0.15653029,,
59,unrelated_token,213,538,0.69888586,0.13150926,,
60,paraphrase,-1,540,0.9984485,0.00023843914,0.9982802867889404,0.00026647321647033095
60,translate,-1,541,0.9981299,0.00052369235,0.9978460073471069,0.0005955742672085762
60,polarity,-1,542,0.0006636726,0.9986854,,
60,vocab,-1,543,0.11781508,0.87405604,,
60,cat,-1,544,0.0011494322,0.9971418,,
60,shuffle,-1,545,0.98640907,0.0044708867,0.9775600433349609,0.008590738289058208
60,unrelated,127,546,0.6731375,0.06422164,,
60,unrelated_token,127,547,0.6390881,0.080108516,,
61,paraphrase,-1,549,0.9981193,0.0003564265,0.9983237385749817,0.0003043352044187486
61,translate,-1,550,0.99801576,0.00047491398,0.9981618523597717,0.000337472214596346
61,polarity,-1,551,0.000746085,0.9985488,,
61,vocab,-1,552,0.010289919,0.9879359,,
61,cat,-1,553,0.0005179879,0.9988951,,
61,shuffle,-1,554,0.9527006,0.025068333,0.9487566351890564,0.02776850014925003
61,unrelated,204,555,0.9629272,0.014226894,,
61,unrelated_token,204,556,0.95666075,0.013460736,,
62,paraphrase,-1,558,0.9985258,0.0004343284,0.998570442199707,0.0002739397168625146
62,translate,-1,559,0.9972568,0.0006757942,0.9984232187271118,0.00032022077357396483
62,polarity,-1,560,0.0009538661,0.9981394,,
62,vocab,-1,561,0.0072765932,0.9881116,,
62,cat,-1,562,0.001305594,0.9975776,,
62,shuffle,-1,563,0.9467599,0.036997784,0.950088381767273,0.03281324729323387
62,unrelated,92,564,0.057628866,0.89620054,,
62,unrelated_token,92,565,0.15030995,0.78048563,,
63,paraphrase,-1,567,0.9978969,0.0005215288,0.9982314705848694,0.0004427641979418695
63,translate,-1,568,0.9981059,0.0006316783,0.9986190795898438,0.00038183480501174927
63,polarity,-1,569,0.00031354182,0.9988292,,
63,vocab,-1,570,0.1407477,0.85172343,,
63,cat,-1,571,0.006225158,0.99119496,,
63,shuffle,-1,572,0.9300251,0.052571006,0.9094016551971436,0.0684676244854927
63,unrelated,47,573,0.00038570122,0.998928,,
63,unrelated_token,47,574,0.0004129535,0.99884075,,
64,paraphrase,-1,576,0.99849117,0.00042342464,0.9985740184783936,0.00035728601505979896
64,translate,-1,577,0.997983,0.00055412913,0.9984790682792664,0.0003900723240803927
64,polarity,-1,578,0.0004553076,0.99882275,,
64,vocab,-1,579,0.010962696,0.9829831,,
64,cat,-1,580,0.0009881627,0.998307,,
64,shuffle,-1,581,0.9587797,0.027013192,0.9465718865394592,0.03538279980421066
64,unrelated,78,582,0.60203516,0.17486036,,
64,unrelated_token,78,583,0.7489576,0.11890803,,
65,paraphrase,-1,585,0.99815875,0.00028529146,0.9985731840133667,0.00022402082686312497
65,translate,-1,586,0.9975936,0.00075268606,0.9980084300041199,0.0005114987143315375
65,polarity,-1,587,0.0006321163,0.9987979,,
65,vocab,-1,588,0.13131005,0.86380786,,
65,cat,-1,589,0.0016266945,0.9967687,,
65,shuffle,-1,590,0.9363611,0.04498624,0.9246547818183899,0.05558409169316292
65,unrelated,91,591,0.96408117,0.026650196,,
65,unrelated_token,91,592,0.9847792,0.008739107,,
66,paraphrase,-1,594,0.99675494,0.000520932,0.9930878281593323,0.0006902749883010983
66,translate,-1,595,0.9966492,0.0006533259,0.9945114850997925,0.00044025349779985845
66,polarity,-1,596,0.0010870673,0.99799585,,
66,vocab,-1,597,0.37224603,0.6074689,,
66,cat,-1,598,0.012668218,0.9782606,,
66,shuffle,-1,599,0.9750481,0.015883794,0.971960723400116,0.017491888254880905
66,unrelated,27,600,0.9433773,0.04543411,,
66,unrelated_token,27,601,0.94884706,0.041648734,,
67,paraphrase,-1,603,0.99867,0.00035109423,0.9986949563026428,0.0002588871284388006
67,translate,-1,604,0.9977896,0.0006566334,0.9979547262191772,0.0004804827622137964
67,polarity,-1,605,0.00030637722,0.99915063,,
67,vocab,-1,606,0.019257074,0.9781009,,
67,cat,-1,607,0.001777003,0.9972549,,
67,shuffle,-1,608,0.9531781,0.037357885,0.9041576385498047,0.07555235922336578
67,unrelated,62,609,0.020738197,0.9609426,,
67,unrelated_token,62,610,0.03603516,0.92664033,,
68,paraphrase,-1,612,0.9970368,0.00073054654,0.9980123043060303,0.00048427918227389455
68,translate,-1,613,0.9978137,0.0005594722,0.9982988238334656,0.000456849840702489
68,polarity,-1,614,0.001326275,0.99766856,,
68,vocab,-1,615,0.018634045,0.97888684,,
68,cat,-1,616,0.0009259793,0.99776566,,
68,shuffle,-1,617,0.94651663,0.032673936,0.9288769960403442,0.04427938908338547
68,unrelated,241,618,0.8433956,0.13612013,,
68,unrelated_token,241,619,0.9284505,0.05388421,,
69,paraphrase,-1,621,0.99724543,0.00073499343,0.9981011748313904,0.0005298501346260309
69,translate,-1,622,0.9974147,0.0010843144,0.9978511333465576,0.0008531251805834472
69,polarity,-1,623,0.00039714665,0.9988738,,
69,vocab,-1,624,0.11352803,0.8803042,,
69,cat,-1,625,0.003104103,0.99451584,,
69,shuffle,-1,626,0.9206316,0.059693314,0.9286195635795593,0.05147627741098404
69,unrelated,118,627,0.9250817,0.025385518,,
69,unrelated_token,118,628,0.935599,0.022154108,,
70,paraphrase,-1,630,0.9981139,0.00065300934,0.9983933568000793,0.00039463653229177
70,translate,-1,631,0.9967596,0.00059492583,0.9978563189506531,0.0007426610100083053
70,polarity,-1,632,0.00035457383,0.9987662,,
70,vocab,-1,633,0.438028,0.5483382,,
70,cat,-1,634,0.010565247,0.98220164,,
70,shuffle,-1,635,0.94395435,0.04367761,0.9627971649169922,0.027540111914277077
70,unrelated,110,636,0.5825072,0.06872647,,
70,unrelated_token,110,637,0.6437182,0.07643201,,
71,paraphrase,-1,639,0.997964,0.0002852358,0.9986791014671326,0.0002645051572471857
71,translate,-1,640,0.99783224,0.00058633264,0.9984956979751587,0.0003908414510078728
71,polarity,-1,641,0.00087845087,0.99780804,,
71,vocab,-1,642,0.16452594,0.82559586,,
71,cat,-1,643,0.6445678,0.31100848,,
71,shuffle,-1,644,0.94178945,0.038083225,0.954504132270813,0.028183341026306152
71,unrelated,225,645,0.031445246,0.010178912,,
71,unrelated_token,225,646,0.04306109,0.013037055,,
72,paraphrase,-1,648,0.9968966,0.0006055592,0.9965014457702637,0.001358789624646306
72,translate,-1,649,0.99531037,0.001207088,0.9964569211006165,0.0011397037887945771
72,polarity,-1,650,0.00091194286,0.9981154,,
72,vocab,-1,651,0.0107772285,0.9863754,,
72,cat,-1,652,0.002605596,0.9952301,,
72,shuffle,-1,653,0.93118346,0.05044729,0.8994788527488708,0.07547400146722794
72,unrelated,100,654,0.90211093,0.030301064,,
72,unrelated_token,100,655,0.9040967,0.029606415,,
73,paraphrase,-1,657,0.99739945,0.0004546588,0.9957805871963501,0.0003814938245341182
73,translate,-1,658,0.99610716,0.0014430307,0.9933071732521057,0.0004848285170737654
73,polarity,-1,659,0.002085652,0.99530596,,
73,vocab,-1,660,0.00068468257,0.998602,,
73,cat,-1,661,0.41452655,0.47305757,,
73,shuffle,-1,662,0.8697805,0.10034084,0.9575022459030151,0.025466781109571457
73,unrelated,1,663,0.8065222,0.01063985,,
73,unrelated_token,1,664,0.8286466,0.013512064,,
74,paraphrase,-1,666,0.9971289,0.0003185588,0.9960913062095642,0.0004062248335685581
74,translate,-1,667,0.9952597,0.0016369709,0.9956733584403992,0.00062523502856493
74,polarity,-1,668,0.0021746228,0.9960609,,
74,vocab,-1,669,0.008925438,0.98921645,,
74,cat,-1,670,0.016580133,0.9759394,,
74,shuffle,-1,671,0.8131525,0.15816776,0.7473073601722717,0.21865008771419525
74,unrelated,246,672,0.08641226,0.64069116,,
74,unrelated_token,246,673,0.25886396,0.5420273,,
75,paraphrase,-1,675,0.99810433,0.0005662319,0.9983286261558533,0.0003558056487236172
75,translate,-1,676,0.9981652,0.00057856395,0.9983620047569275,0.0004471677530091256
75,polarity,-1,677,0.0011639699,0.9979894,,
75,vocab,-1,678,0.812799,0.1668728,,
75,cat,-1,679,0.0013285608,0.99743795,,
75,shuffle,-1,680,0.9874315,0.006492795,0.9842133522033691,0.008481916971504688
75,unrelated,7,681,0.42965025,0.46774927,,
75,unrelated_token,7,682,0.51009375,0.3801817,,
76,paraphrase,-1,684,0.99828416,0.00032905178,0.99825519323349,0.0003252087626606226
76,translate,-1,685,0.99690944,0.0007715124,0.9980474710464478,0.0006218486814759672
76,polarity,-1,686,0.0056205806,0.99156696,,
76,vocab,-1,687,0.0006624645,0.9988165,,
76,cat,-1,688,0.00082569366,0.9983708,,
76,shuffle,-1,689,0.96131843,0.024685014,0.9397772550582886,0.040255725383758545
76,unrelated,28,690,0.75368774,0.19965862,,
76,unrelated_token,28,691,0.7276423,0.22126918,,
77,paraphrase,-1,693,0.99898285,0.00030216624,0.9988228678703308,0.0002681848418433219
77,translate,-1,694,0.99751955,0.00074241037,0.9976848363876343,0.0005648895748890936
77,polarity,-1,695,0.00054929766,0.9989899,,
77,vocab,-1,696,0.035366546,0.96056736,,
77,cat,-1,697,0.047539633,0.92638534,,
77,shuffle,-1,698,0.9372727,0.044701435,0.9213497042655945,0.05708775296807289
77,unrelated,210,699,0.75737387,0.061444744,,
77,unrelated_token,210,700,0.6848068,0.06995742,,
78,paraphrase,-1,702,0.9970987,0.00038349393,0.9976252913475037,0.0003406007890589535
78,translate,-1,703,0.99470204,0.0015857175,0.9969660639762878,0.0006573740974999964
78,polarity,-1,704,0.0008447455,0.99774605,,
78,vocab,-1,705,0.001790696,0.99711895,,
78,cat,-1,706,0.001583321,0.997086,,
78,shuffle,-1,707,0.9417568,0.039483074,0.9367179274559021,0.044893648475408554
78,unrelated,128,708,0.48303622,0.20493028,,
78,unrelated_token,128,709,0.5588882,0.10188054,,
79,paraphrase,-1,711,0.99740005,0.0006745724,0.9983341097831726,0.0004480294301174581
79,translate,-1,712,0.99759465,0.0006655424,0.9969398975372314,0.0015494399704039097
79,polarity,-1,713,0.00092069706,0.99790394,,
79,vocab,-1,714,0.13899827,0.83367467,,
79,cat,-1,715,0.0034608087,0.99392176,,
79,shuffle,-1,716,0.9712513,0.015082667,0.9766936898231506,0.010744644328951836
79,unrelated,231,717,0.4376755,0.03875119,,
79,unrelated_token,231,718,0.3051459,0.035958383,,
80,paraphrase,-1,720,0.99821377,0.00033881064,0.9984082579612732,0.0002644333872012794
80,translate,-1,721,0.993342,0.0014250402,0.9955884218215942,0.0008972822106443346
80,polarity,-1,722,0.002117866,0.9950099,,
80,vocab,-1,723,0.0053027323,0.9929141,,
80,cat,-1,724,0.054868374,0.9293885,,
80,shuffle,-1,725,0.9449854,0.038418252,0.9419463872909546,0.03905000165104866
80,unrelated,222,726,0.9027045,0.041363027,,
80,unrelated_token,222,727,0.8760928,0.055219267,,
81,paraphrase,-1,729,0.99820507,0.0007328325,0.9984906911849976,0.0004705225583165884
81,translate,-1,730,0.9975044,0.0012953386,0.9961537718772888,0.0020711838733404875
81,polarity,-1,731,0.0013472372,0.99772507,,
81,vocab,-1,732,0.02413398,0.97158945,,
81,cat,-1,733,0.017380968,0.97718173,,
81,shuffle,-1,734,0.9809862,0.010993976,0.9770282506942749,0.01319486927241087
81,unrelated,229,735,0.9866261,0.0058040093,,
81,unrelated_token,229,736,0.9865899,0.0057811695,,
82,paraphrase,-1,738,0.99835855,0.00041034273,0.9984347224235535,0.0003649942227639258
82,translate,-1,739,0.9974251,0.00073944585,0.9977006316184998,0.0008139348938129842
82,polarity,-1,740,0.0007986686,0.9982963,,
82,vocab,-1,741,0.00230586,0.99606544,,
82,cat,-1,742,0.00083536404,0.99829596,,
82,shuffle,-1,743,0.9505002,0.03246087,0.9174340963363647,0.059485990554094315
82,unrelated,72,744,0.8194205,0.14592205,,
82,unrelated_token,72,745,0.7582885,0.20544036,,
83,paraphrase,-1,747,0.9985607,0.00031162627,0.9983175992965698,0.0003091258986387402
83,translate,-1,748,0.9981269,0.0004824465,0.9979456067085266,0.0004557971260510385
83,polarity,-1,749,0.000427791,0.99898404,,
83,vocab,-1,750,0.00057980575,0.9983558,,
83,cat,-1,751,0.00074598397,0.99841356,,
83,shuffle,-1,752,0.95815295,0.029475579,0.973423421382904,0.017690125852823257
83,unrelated,151,753,0.2006186,0.70425665,,
83,unrelated_token,151,754,0.29999688,0.61405265,,
84,paraphrase,-1,756,0.9948389,0.0002761331,0.9972493052482605,0.0003617238544393331
84,translate,-1,757,0.9950547,0.0014872643,0.9973613619804382,0.00046542295604012907
84,polarity,-1,758,0.00032234716,0.99918133,,
84,vocab,-1,759,0.0001559143,0.9994211,,
84,cat,-1,760,0.010453245,0.98228467,,
84,shuffle,-1,761,0.9691835,0.01555867,0.9360733032226562,0.040788207203149796
84,unrelated,198,762,0.9622953,0.014010809,,
84,unrelated_token,198,763,0.9588879,0.01540843,,
85,paraphrase,-1,765,0.99825436,0.00029094622,0.998559296131134,0.0002681140904314816
85,translate,-1,766,0.9976622,0.00041570124,0.997725784778595,0.0004165405116509646
85,polarity,-1,767,0.0012627223,0.99739313,,
85,vocab,-1,768,0.045360114,0.95085144,,
85,cat,-1,769,0.00051379803,0.9985863,,
85,shuffle,-1,770,0.95303345,0.031026613,0.9269367456436157,0.04886269569396973
85,unrelated,125,771,0.8752408,0.029255321,,
85,unrelated_token,125,772,0.83920085,0.031109964,,
86,paraphrase,-1,774,0.9981998,0.00029493522,0.9983898401260376,0.0002738901530392468
86,translate,-1,775,0.9969965,0.00070665986,0.9983676075935364,0.00038926777779124677
86,polarity,-1,776,0.0005811304,0.9986842,,
86,vocab,-1,777,0.010691971,0.98721087,,
86,cat,-1,778,0.025225706,0.9614943,,
86,shuffle,-1,779,0.93294775,0.04417046,0.9351259469985962,0.03715488687157631
86,unrelated,104,780,0.98871964,0.0060716923,,
86,unrelated_token,104,781,0.9839971,0.00804445,,
87,paraphrase,-1,783,0.99815124,0.00032454042,0.9984989166259766,0.00026862198137678206
87,translate,-1,784,0.99780613,0.0004331685,0.998616099357605,0.00034902425250038505
87,polarity,-1,785,0.0005050376,0.9989667,,
87,vocab,-1,786,0.058123503,0.9244247,,
87,cat,-1,787,0.0006806395,0.998539,,
87,shuffle,-1,788,0.9725866,0.016587842,0.9736698865890503,0.01552420575171709
87,unrelated,103,789,0.9558914,0.006378153,,
87,unrelated_token,103,790,0.9664796,0.00643622,,
88,paraphrase,-1,792,0.9978599,0.00056168786,0.9982869029045105,0.0004882117500528693
88,translate,-1,793,0.99702376,0.0008457842,0.9962683916091919,0.0013934059534221888
88,polarity,-1,794,0.00085285085,0.9975303,,
88,vocab,-1,795,0.0014147272,0.99777764,,
88,cat,-1,796,0.5772779,0.38137117,,
88,shuffle,-1,797,0.89958274,0.081397384,0.883415699005127,0.09803352504968643
88,unrelated,157,798,0.95249593,0.022708919,,
88,unrelated_token,157,799,0.94370323,0.0273789,,
89,paraphrase,-1,801,0.9985549,0.00028043165,0.9986264705657959,0.0002578601415734738
89,translate,-1,802,0.9832548,0.004818723,0.9974911212921143,0.0009403025615029037
89,polarity,-1,803,0.0013184708,0.99762636,,
89,vocab,-1,804,0.14951439,0.8365752,,
89,cat,-1,805,0.0015268461,0.99592614,,
89,shuffle,-1,806,0.9840042,0.007030261,0.9839485287666321,0.007016147021204233
89,unrelated,189,807,0.7222016,0.052316107,,
89,unrelated_token,189,808,0.8285214,0.034297492,,
90,paraphrase,-1,810,0.99751544,0.0003799258,0.9978747367858887,0.00037636919296346605
90,translate,-1,811,0.99491006,0.0021093974,0.9963693618774414,0.0009392451029270887
90,polarity,-1,812,0.00075329683,0.99840313,,
90,vocab,-1,813,0.0032304453,0.99534434,,
90,cat,-1,814,0.0018328656,0.99695814,,
90,shuffle,-1,815,0.84082615,0.13128759,0.87687748670578,0.0964093878865242
90,unrelated,63,816,0.0003945594,0.99819833,,
90,unrelated_token,63,817,0.0003044541,0.99871373,,
91,paraphrase,-1,819,0.99876344,0.000350442,0.9986692667007446,0.00029680790612474084
91,translate,-1,820,0.9958413,0.0019111948,0.9971452355384827,0.0013438269961625338
91,polarity,-1,821,0.0006900489,0.9985966,,
91,vocab,-1,822,0.0010683412,0.9981974,,
91,cat,-1,823,0.71657187,0.25631377,,
91,shuffle,-1,824,0.98183316,0.0106337285,0.9833488464355469,0.008540933020412922
91,unrelated,89,825,0.25037226,0.7181366,,
91,unrelated_token,89,826,0.16112798,0.80729353,,
92,paraphrase,-1,828,0.9981306,0.00022923168,0.9982774257659912,0.0002664724597707391
92,translate,-1,829,0.9976376,0.00036756325,0.998478353023529,0.00027231418062001467
92,polarity,-1,830,0.0025156823,0.99526864,,
92,vocab,-1,831,0.0003364984,0.9991768,,
92,cat,-1,832,0.0013863121,0.99702114,,
92,shuffle,-1,833,0.8903758,0.016532293,0.9465682506561279,0.026076802983880043
92,unrelated,146,834,0.43702927,0.43267652,,
92,unrelated_token,146,835,0.51948124,0.34579575,,
93,paraphrase,-1,837,0.99818844,0.00042912326,0.9970883727073669,0.0005021227989345789
93,translate,-1,838,0.9966466,0.0008757163,0.9969761371612549,0.0008915404905565083
93,polarity,-1,839,0.0012009185,0.99798965,,
93,vocab,-1,840,0.0025943983,0.9948315,,
93,cat,-1,841,0.0024012895,0.99560416,,
93,shuffle,-1,842,0.96969116,0.018740531,0.9554578065872192,0.02829427272081375
93,unrelated,98,843,0.6259909,0.06517845,,
93,unrelated_token,98,844,0.3215384,0.1066552,,
94,paraphrase,-1,846,0.9987237,0.00027613062,0.9986554384231567,0.0002777343615889549
94,translate,-1,847,0.9965887,0.0009069981,0.998162567615509,0.00042494197259657085
94,polarity,-1,848,0.014737092,0.98103654,,
94,vocab,-1,849,0.0010312952,0.9980621,,
94,cat,-1,850,0.006498119,0.9901732,,
94,shuffle,-1,851,0.9390496,0.04244413,0.9310708045959473,0.046491291373968124
94,unrelated,15,852,0.95426995,0.0259827,,
94,unrelated_token,15,853,0.98587924,0.00571528,,
95,paraphrase,-1,855,0.9982988,0.00032649588,0.9980791807174683,0.0004158749943599105
95,translate,-1,856,0.99588263,0.0013473782,0.9951803684234619,0.0016304587479680777
95,polarity,-1,857,0.0005228472,0.99846727,,
95,vocab,-1,858,0.16870031,0.82330674,,
95,cat,-1,859,0.00083689427,0.9981731,,
95,shuffle,-1,860,0.93620056,0.052521076,0.9463133811950684,0.04262650012969971
95,unrelated,200,861,0.36856338,0.5784177,,
95,unrelated_token,200,862,0.37422514,0.57397854,,
96,paraphrase,-1,864,0.99647874,0.0009902135,0.9969937801361084,0.0007094236789271235
96,translate,-1,865,0.9964007,0.0010336082,0.9976309537887573,0.0007168435258790851
96,polarity,-1,866,0.0011391054,0.9978808,,
96,vocab,-1,867,0.1883355,0.79933614,,
96,cat,-1,868,0.001059338,0.99754816,,
96,shuffle,-1,869,0.8754868,0.096562475,0.8904646635055542,0.08765283972024918
96,unrelated,43,870,0.96824574,0.009726946,,
96,unrelated_token,43,871,0.92024136,0.017819619,,
97,paraphrase,-1,873,0.99572855,0.00092408876,0.9954972267150879,0.0011724572395905852
97,translate,-1,874,0.99389255,0.0011501706,0.9978286623954773,0.0005443894769996405
97,polarity,-1,875,0.0005949306,0.99871635,,
97,vocab,-1,876,0.0019654757,0.99650073,,
97,cat,-1,877,0.0013627496,0.99745554,,
97,shuffle,-1,878,0.9599095,0.016776247,0.9711387157440186,0.011722113937139511
97,unrelated,60,879,0.24031867,0.055884477,,
97,unrelated_token,60,880,0.27572677,0.032786462,,
98,paraphrase,-1,882,0.99779165,0.0003487361,0.9984673857688904,0.0002771402650978416
98,translate,-1,883,0.9971814,0.0010243653,0.998201847076416,0.000603988126385957
98,polarity,-1,884,0.0005394168,0.9984168,,
98,vocab,-1,885,0.33549935,0.6351134,,
98,cat,-1,886,0.0053242305,0.99208355,,
98,shuffle,-1,887,0.9694351,0.018265862,0.9755042791366577,0.015089652501046658
98,unrelated,116,888,0.9623962,0.024857916,,
98,unrelated_token,116,889,0.965881,0.021401701,,
99,paraphrase,-1,891,0.9974994,0.0006933414,0.9976590871810913,0.0004503575910348445
99,translate,-1,892,0.99727863,0.0005419682,0.9957907795906067,0.0006108235102146864
99,polarity,-1,893,0.0005149052,0.99878544,,
99,vocab,-1,894,0.011772981,0.9839631,,
99,cat,-1,895,0.011388823,0.9820711,,
99,shuffle,-1,896,0.9135822,0.060878333,0.9094554781913757,0.06348074972629547
99,unrelated,255,897,0.6541384,0.23422457,,
99,unrelated_token,255,898,0.68293256,0.22981733,,
100,paraphrase,-1,900,0.9969272,0.0009342806,0.9978615641593933,0.0005194771802052855
100,translate,-1,901,0.99119264,0.0038053538,0.9565523266792297,0.029397618025541306
100,polarity,-1,902,0.00036375737,0.9989459,,
100,vocab,-1,903,0.025458474,0.9713144,,
100,cat,-1,904,0.0005755126,0.9987357,,
100,shuffle,-1,905,0.9535308,0.032867882,0.9095325469970703,0.06884627044200897
100,unrelated,203,906,0.33683312,0.46996415,,
100,unrelated_token,203,907,0.412075,0.3130886,,
101,paraphrase,-1,909,0.99394375,0.00057950267,0.9978444576263428,0.0003982901689596474
101,translate,-1,910,0.9958417,0.00069083855,0.9976775050163269,0.00045212855911813676
101,polarity,-1,911,0.000959295,0.9979558,,
101,vocab,-1,912,0.0032490303,0.99522215,,
101,cat,-1,913,0.001804727,0.9971113,,
101,shuffle,-1,914,0.9392347,0.037684355,0.933920681476593,0.04109376668930054
101,unrelated,13,915,0.017532943,0.97519386,,
101,unrelated_token,13,916,0.022511953,0.9689892,,
102,paraphrase,-1,918,0.99841475,0.00042422,0.9983208775520325,0.0002949709596578032
102,translate,-1,919,0.99707437,0.0007992505,0.997326135635376,0.0006679673679172993
102,polarity,-1,920,0.0008634203,0.99812716,,
102,vocab,-1,921,0.393341,0.5927859,,
102,cat,-1,922,0.000699504,0.99853384,,
102,shuffle,-1,923,0.9674901,0.021312112,0.966782808303833,0.021421682089567184
102,unrelated,141,924,0.47897777,0.2606065,,
102,unrelated_token,141,925,0.68494403,0.10758302,,
103,paraphrase,-1,927,0.9986425,0.0003908989,0.9985716342926025,0.00038331103860400617
103,translate,-1,928,0.99821424,0.0004233072,0.9984915256500244,0.00038855645107105374
103,polarity,-1,929,0.00050897425,0.9989188,,
103,vocab,-1,930,0.012109344,0.98622024,,
103,cat,-1,931,0.053588443,0.9143812,,
103,shuffle,-1,932,0.9517763,0.033356607,0.9433763027191162,0.04023270308971405
103,unrelated,192,933,0.5317649,0.09317714,,
103,unrelated_token,192,934,0.4735188,0.106043965,,
104,paraphrase,-1,936,0.9980604,0.0005175551,0.9982160925865173,0.0005674024578183889
104,translate,-1,937,0.9967378,0.0010646976,0.9981387853622437,0.0005876594223082066
104,polarity,-1,938,0.0006935728,0.99783236,,
104,vocab,-1,939,0.33926126,0.6523486,,
104,cat,-1,940,0.00080653484,0.9983316,,
104,shuffle,-1,941,0.93316185,0.049528267,0.9364139437675476,0.04463867470622063
104,unrelated,221,942,0.5067348,0.37666526,,
104,unrelated_token,221,943,0.55834407,0.3278331,,
105,paraphrase,-1,945,0.9978027,0.00041413892,0.9981112480163574,0.0003328728780616075
105,translate,-1,946,0.99623615,0.0010036002,0.9979661703109741,0.000491882732603699
105,polarity,-1,947,0.00063560973,0.9984504,,
105,vocab,-1,948,0.25156182,0.74082685,,
105,cat,-1,949,0.004169945,0.99379975,,
105,shuffle,-1,950,0.78423536,0.18298183,0.780907392501831,0.18648068606853485
105,unrelated,51,951,0.29178205,0.6620513,,
105,unrelated_token,51,952,0.32931268,0.62370634,,
106,paraphrase,-1,954,0.9980884,0.00045143225,0.9982427358627319,0.00042249332182109356
106,translate,-1,955,0.9915114,0.0028902409,0.9965716600418091,0.0009339473908767104
106,polarity,-1,956,0.00073875766,0.9984451,,
106,vocab,-1,957,0.0015952704,0.9977671,,
106,cat,-1,958,0.78256744,0.14931914,,
106,shuffle,-1,959,0.9367054,0.04292099,0.9525905847549438,0.02963542379438877
106,unrelated,136,960,0.71962917,0.15574476,,
106,unrelated_token,136,961,0.72205114,0.14918567,,
107,paraphrase,-1,963,0.99874866,0.00040413882,0.9984729886054993,0.00043092560372315347
107,translate,-1,964,0.998173,0.0006897562,0.9988067150115967,0.00038792070699855685
107,polarity,-1,965,0.00037095073,0.9989968,,
107,vocab,-1,966,0.012086547,0.9862881,,
107,cat,-1,967,0.006860722,0.9801707,,
107,shuffle,-1,968,0.9820301,0.010188529,0.9801802635192871,0.010229099541902542
107,unrelated,129,969,0.8137468,0.0067970785,,
107,unrelated_token,129,970,0.7626051,0.0074108955,,
108,paraphrase,-1,972,0.9967721,0.00059261394,0.9975517392158508,0.00046916285646148026
108,translate,-1,973,0.9972191,0.0009040335,0.9960284233093262,0.0009407593170180917
108,polarity,-1,974,0.0003045698,0.9990933,,
108,vocab,-1,975,0.009591763,0.98798776,,
108,cat,-1,976,0.75764495,0.19685493,,
108,shuffle,-1,977,0.947553,0.038824778,0.9434860348701477,0.03854504972696304
108,unrelated,245,978,0.972552,0.00448625,,
