idx,kind,claim_id,vid,p_entail,p_neutral,p_contra,S_x
43,cat,-1,392,0.9841426,0.010575792,0.0052816137,0.978861
43,shuffle,-1,393,0.8879216,0.07071162,0.041366737,0.8465548
43,unrelated,176,394,0.85872024,0.11431568,0.026964083,0.8317562
43,unrelated_token,176,395,0.89500195,0.088314824,0.01668323,0.8783187
44,orig,-1,396,0.77416223,0.20836294,0.017474905,0.75668734
44,paraphrase,-1,397,0.8300278,0.15725756,0.012714566,0.81731325
44,translate,-1,398,0.5273144,0.4563526,0.016333,0.51098144
44,polarity,-1,399,0.95882046,0.03887143,0.0023080593,0.9565124
44,vocab,-1,400,0.61910975,0.16024761,0.22064264,0.39846712
44,cat,-1,401,0.7877027,0.19379036,0.018506909,0.7691958
44,shuffle,-1,402,0.98990285,0.006983186,0.0031139378,0.9867889
44,unrelated,31,403,0.05156798,0.014517036,0.93391496,-0.882347
44,unrelated_token,31,404,0.02445019,0.00932567,0.96622413,-0.94177395
45,orig,-1,405,0.45880082,0.48720002,0.053999115,0.4048017
45,paraphrase,-1,406,0.45250812,0.49577105,0.05172082,0.4007873
45,translate,-1,407,0.9742443,0.021735085,0.0040205866,0.9702237
45,polarity,-1,408,0.9243984,0.06483961,0.010761966,0.91363645
45,vocab,-1,409,0.17203806,0.11766398,0.71029794,-0.53825986
45,cat,-1,410,0.4771537,0.47367167,0.04917462,0.42797905
45,shuffle,-1,411,0.75806946,0.21330193,0.028628645,0.7294408
45,unrelated,164,412,0.7261434,0.23399536,0.039861217,0.6862822
45,unrelated_token,164,413,0.5349385,0.3948243,0.07023722,0.4647013
46,orig,-1,414,0.8313079,0.1409325,0.027759723,0.80354816
46,paraphrase,-1,415,0.52027094,0.45981053,0.019918608,0.5003523
46,translate,-1,416,0.6372842,0.35194176,0.010774019,0.6265102
46,polarity,-1,417,0.96747756,0.029250976,0.0032714691,0.9642061
46,vocab,-1,418,0.7309398,0.14915344,0.1199067,0.6110331
46,cat,-1,419,0.85986507,0.10759846,0.032536462,0.8273286
46,shuffle,-1,420,0.9475769,0.027170999,0.025252068,0.92232484
46,unrelated,56,421,0.94969386,0.016630158,0.03367596,0.9160179
46,unrelated_token,56,422,0.9095863,0.07610812,0.01430553,0.8952808
47,orig,-1,423,0.8198649,0.07431112,0.10582389,0.71404105
47,paraphrase,-1,424,0.7418602,0.11460427,0.14353554,0.59832466
47,translate,-1,425,0.7421098,0.15939914,0.09849108,0.6436187
47,polarity,-1,426,0.97090596,0.0237547,0.005339354,0.96556664
47,vocab,-1,427,0.8556961,0.06824517,0.07605868,0.7796374
47,cat,-1,428,0.58743846,0.14586842,0.26669312,0.32074535
47,shuffle,-1,429,0.90988535,0.025761098,0.06435359,0.84553176
47,unrelated,144,430,0.59077287,0.26445198,0.14477512,0.44599774
47,unrelated_token,144,431,0.73213077,0.15706387,0.1108054,0.6213254
48,orig,-1,432,0.9204845,0.0555771,0.023938453,0.896546
48,paraphrase,-1,433,0.7930765,0.18155424,0.025369225,0.7677073
48,translate,-1,434,0.5033926,0.47800082,0.018606644,0.48478594
48,polarity,-1,435,0.9634541,0.011998512,0.024547327,0.9389068
48,vocab,-1,436,0.68819565,0.2163654,0.09543899,0.5927566
48,cat,-1,437,0.9012287,0.06980137,0.028969951,0.8722588
48,shuffle,-1,438,0.99519014,0.0022993379,0.0025105753,0.9926796
48,unrelated,76,439,0.8949945,0.063146055,0.04185945,0.85313505
48,unrelated_token,76,440,0.9128562,0.04800311,0.039140757,0.87371546
49,orig,-1,441,0.28625658,0.68938154,0.024361923,0.26189464
49,paraphrase,-1,442,0.4437172,0.52744204,0.028840741,0.41487646
49,translate,-1,443,0.19291098,0.7593888,0.04770021,0.14521077
49,polarity,-1,444,0.94269806,0.050353017,0.0069489446,0.9357491
49,vocab,-1,445,0.93162256,0.05600295,0.01237451,0.91924804
49,cat,-1,446,0.27045435,0.6946879,0.034857742,0.2355966
49,shuffle,-1,447,0.954084,0.03688563,0.00903039,0.9450536
49,unrelated,196,448,0.0024210599,0.9969626,0.0006163387,0.0018047212
49,unrelated_token,196,449,0.0025643527,0.9968464,0.0005891956,0.001975157
50,orig,-1,450,0.9499718,0.02249444,0.027533863,0.9224379
50,paraphrase,-1,451,0.91126055,0.062042344,0.026697112,0.88456345
50,translate,-1,452,0.23142377,0.7003718,0.06820445,0.16321932
50,polarity,-1,453,0.9905372,0.0052080243,0.0042548184,0.9862824
50,vocab,-1,454,0.51774246,0.02646558,0.45579195,0.061950505
50,cat,-1,455,0.97282785,0.013241187,0.013930956,0.9588969
50,shuffle,-1,456,0.9817083,0.010969884,0.007321804,0.9743865
50,unrelated,73,457,0.97317886,0.02041582,0.0064053293,0.9667735
51,orig,-1,458,0.11225415,0.05829359,0.8294522,-0.7171981
51,paraphrase,-1,459,0.022701168,0.069617905,0.90768087,-0.8849797
51,translate,-1,460,0.107791126,0.30949563,0.5827133,-0.47492218
51,polarity,-1,461,0.5061822,0.092905626,0.40091217,0.10527003
51,vocab,-1,462,0.012415425,0.0070671905,0.9805173,-0.9681019
51,cat,-1,463,0.08806469,0.040142164,0.87179315,-0.7837285
51,shuffle,-1,464,0.34516376,0.08506232,0.5697739,-0.22461015
51,unrelated,44,465,0.6725771,0.29787192,0.029550975,0.6430261
51,unrelated_token,44,466,0.71026975,0.26078382,0.028946506,0.68132323
52,orig,-1,467,0.69710654,0.25824177,0.044651657,0.65245485
52,paraphrase,-1,468,0.0200744,0.023955623,0.95597,-0.93589556
52,translate,-1,469,0.7690204,0.18379344,0.04718622,0.7218342
52,polarity,-1,470,0.74383533,0.25123042,0.00493422,0.73890114
52,vocab,-1,471,0.0631968,0.08043623,0.856367,-0.7931702
52,cat,-1,472,0.76360613,0.18161605,0.054777883,0.7088283
52,shuffle,-1,473,0.12798588,0.4094283,0.4625858,-0.3345999
52,unrelated,211,474,0.75167817,0.2428455,0.005476319,0.7462019
52,unrelated_token,211,475,0.6346849,0.3581182,0.0071968003,0.62748814
53,orig,-1,476,0.9763222,0.0083974935,0.015280325,0.96104187
53,paraphrase,-1,477,0.9828857,0.004921522,0.012192786,0.97069293
53,translate,-1,478,0.93603164,0.03545314,0.02851523,0.9075164
53,polarity,-1,479,0.9922896,0.004631253,0.0030790602,0.98921055
53,vocab,-1,480,0.6259981,0.05168702,0.32231486,0.30368322
53,cat,-1,481,0.9723218,0.009393692,0.018284505,0.9540373
53,shuffle,-1,482,0.94926924,0.009829421,0.040901277,0.90836793
53,unrelated,161,483,0.49520698,0.49424073,0.010552292,0.4846547
53,unrelated_token,161,484,0.43423632,0.55161303,0.014150655,0.42008567
54,orig,-1,485,0.69747317,0.220517,0.08200982,0.6154634
54,paraphrase,-1,486,0.027484031,0.96036756,0.0121484175,0.015335614
54,translate,-1,487,0.015831785,0.92193323,0.062234916,-0.046403132
54,polarity,-1,488,0.67262495,0.30615103,0.021224014,0.6514009
54,vocab,-1,489,0.5131095,0.2900327,0.1968578,0.3162517
54,cat,-1,490,0.851019,0.11483599,0.034144934,0.8168741
54,shuffle,-1,491,0.7271785,0.1937445,0.079077,0.6481015
54,unrelated,75,492,0.068250366,0.023017822,0.9087318,-0.84048146
54,unrelated_token,75,493,0.14056256,0.044311035,0.81512636,-0.67456377
55,orig,-1,494,0.9879518,0.007874288,0.0041738423,0.983778
55,paraphrase,-1,495,0.9913208,0.005237656,0.0034416541,0.98787916
55,translate,-1,496,0.98574036,0.010634422,0.0036252537,0.9821151
55,polarity,-1,497,0.9892239,0.007664269,0.003111802,0.9861121
55,vocab,-1,498,0.9711889,0.015898366,0.012912663,0.9582762
55,cat,-1,499,0.96953404,0.019965446,0.010500522,0.9590335
55,shuffle,-1,500,0.98754716,0.006417903,0.0060349526,0.9815122
55,unrelated,149,501,0.6601912,0.27157104,0.06823777,0.5919534
55,unrelated_token,149,502,0.6420772,0.29142758,0.06649524,0.57558197
56,orig,-1,503,0.8388403,0.024527472,0.13663219,0.7022081
56,paraphrase,-1,504,0.9737058,0.008196978,0.018097207,0.9556086
56,translate,-1,505,0.48557222,0.20157826,0.31284955,0.17272267
56,polarity,-1,506,0.96637994,0.018989183,0.014630779,0.95174915
56,vocab,-1,507,0.07337438,0.037530906,0.88909477,-0.8157204
56,cat,-1,508,0.6024985,0.119045176,0.27845633,0.32404214
56,shuffle,-1,509,0.81751364,0.022653857,0.1598325,0.6576811
56,unrelated,82,510,0.6551741,0.13219988,0.212626,0.4425481
56,unrelated_token,82,511,0.76512164,0.07292627,0.16195208,0.60316956
57,orig,-1,512,0.6652661,0.11298306,0.22175083,0.44351527
57,paraphrase,-1,513,0.6297831,0.1870291,0.18318784,0.44659525
57,translate,-1,514,0.612715,0.12868312,0.25860193,0.35411307
57,polarity,-1,515,0.90197855,0.04403829,0.053983193,0.84799534
57,vocab,-1,516,0.53165495,0.073156156,0.39518893,0.13646603
57,cat,-1,517,0.40542227,0.11371427,0.4808635,-0.07544124
57,shuffle,-1,518,0.5956117,0.35704798,0.04734032,0.54827136
57,unrelated,120,519,0.70644766,0.15349038,0.14006197,0.5663857
57,unrelated_token,120,520,0.78522205,0.12672153,0.08805647,0.6971656
58,orig,-1,521,0.98038554,0.015753878,0.0038606538,0.9765249
58,paraphrase,-1,522,0.88324857,0.10550187,0.011249519,0.871999
58,translate,-1,523,0.52802503,0.44442457,0.027550446,0.5004746
58,polarity,-1,524,0.94108,0.056702826,0.0022172038,0.93886274
58,vocab,-1,525,0.7379176,0.0755304,0.186552,0.5513656
58,cat,-1,526,0.9667382,0.026593478,0.0066683018,0.9600699
58,shuffle,-1,527,0.9812315,0.015023404,0.0037451028,0.97748643
58,unrelated,64,528,0.03711102,0.93996966,0.022919325,0.014191696
58,unrelated_token,64,529,0.043481227,0.9260452,0.030473594,0.013007633
59,orig,-1,530,0.82329494,0.075354315,0.101350814,0.7219441
59,paraphrase,-1,531,0.91902095,0.049958844,0.031020151,0.8880008
59,translate,-1,532,0.9370118,0.04200192,0.020986255,0.9160255
59,polarity,-1,533,0.9620176,0.01652013,0.021462312,0.9405553
59,vocab,-1,534,0.45682073,0.045121085,0.49805814,-0.041237414
59,cat,-1,535,0.79769045,0.08906245,0.11324711,0.68444335
59,shuffle,-1,536,0.9626397,0.013933941,0.023426292,0.9392134
59,unrelated,213,537,0.87707156,0.09878985,0.024138672,0.8529329
59,unrelated_token,213,538,0.9105722,0.06909345,0.020334426,0.89023775
60,orig,-1,539,0.926873,0.059776086,0.01335088,0.9135221
60,paraphrase,-1,540,0.93710333,0.05005418,0.012842431,0.9242609
60,translate,-1,541,0.9342941,0.055265814,0.010440064,0.92385405
60,polarity,-1,542,0.9608988,0.030722585,0.008378606,0.9525202
60,vocab,-1,543,0.95460516,0.027053632,0.01834119,0.936264
60,cat,-1,544,0.8631075,0.1033607,0.033531733,0.8295758
60,shuffle,-1,545,0.8613062,0.08149485,0.057198983,0.8041072
60,unrelated,127,546,0.6358077,0.31039795,0.05379441,0.5820133
60,unrelated_token,127,547,0.5385928,0.39069018,0.07071703,0.46787578
61,orig,-1,548,0.9541937,0.02714781,0.018658398,0.9355353
61,paraphrase,-1,549,0.97981113,0.011485332,0.008703516,0.9711076
61,translate,-1,550,0.9840673,0.009423974,0.006508699,0.9775586
61,polarity,-1,551,0.9898982,0.006290297,0.003811534,0.98608667
61,vocab,-1,552,0.98755497,0.0060645402,0.006380459,0.9811745
61,cat,-1,553,0.9552548,0.025882827,0.018862456,0.9363923
61,shuffle,-1,554,0.9496657,0.03134257,0.018991673,0.9306741
61,unrelated,204,555,0.97223556,0.017326798,0.010437639,0.9617979
61,unrelated_token,204,556,0.9652358,0.02176668,0.012997478,0.9522383
62,orig,-1,557,0.04244716,0.07101624,0.8865367,-0.84408957
62,paraphrase,-1,558,0.2849818,0.071467765,0.64355046,-0.35856867
62,translate,-1,559,0.06718477,0.24156538,0.6912498,-0.62406504
62,polarity,-1,560,0.6132931,0.07877509,0.30793178,0.30536133
62,vocab,-1,561,0.112017974,0.05662952,0.8313524,-0.7193344
62,cat,-1,562,0.039827112,0.06689355,0.8932794,-0.85345227
62,shuffle,-1,563,0.043368183,0.042862926,0.9137688,-0.87040067
62,unrelated,92,564,0.30311328,0.49174622,0.20514052,0.097972766
62,unrelated_token,92,565,0.62051725,0.3108751,0.06860771,0.55190957
63,orig,-1,566,0.001593839,0.0025074608,0.99589866,-0.99430484
63,paraphrase,-1,567,0.0007228486,0.0011173853,0.9981597,-0.9974369
63,translate,-1,568,0.0011215751,0.00088205555,0.9979964,-0.9968748
63,polarity,-1,569,0.05945267,0.010096929,0.93045044,-0.8709978
63,vocab,-1,570,0.0026830002,0.0011371637,0.9961798,-0.99349684
63,cat,-1,571,0.0008680786,0.001482431,0.9976495,-0.9967814
63,shuffle,-1,572,0.0016407917,0.00077657035,0.9975827,-0.9959419
63,unrelated,47,573,0.22630414,0.5476678,0.22602807,0.0002760738
63,unrelated_token,47,574,0.09298978,0.55426663,0.35274363,-0.25975385
64,orig,-1,575,0.105991006,0.8127825,0.081226446,0.02476456
64,paraphrase,-1,576,0.07133805,0.7632206,0.1654413,-0.094103254
64,translate,-1,577,0.3022112,0.6148961,0.0828927,0.2193185
64,polarity,-1,578,0.31077123,0.6170624,0.07216636,0.23860487
64,vocab,-1,579,0.00078551815,0.0018935836,0.99732095,-0.9965354
64,cat,-1,580,0.12269213,0.772415,0.10489291,0.017799221
64,shuffle,-1,581,0.97366047,0.011996061,0.014343391,0.9593171
64,unrelated,78,582,0.93032724,0.05836624,0.011306527,0.9190207
64,unrelated_token,78,583,0.967721,0.025117796,0.007161316,0.96055967
65,orig,-1,584,0.8744448,0.09548695,0.030068314,0.84437644
65,paraphrase,-1,585,0.7871766,0.11797862,0.09484478,0.69233185
65,translate,-1,586,0.9785323,0.013475827,0.007991965,0.97054034
65,polarity,-1,587,0.96882766,0.026755266,0.0044170045,0.96441066
65,vocab,-1,588,0.76139116,0.061951894,0.17665696,0.5847342
65,cat,-1,589,0.6677245,0.2946418,0.03763367,0.63009083
65,shuffle,-1,590,0.61654085,0.27849528,0.10496393,0.5115769
65,unrelated,91,591,0.975683,0.00851583,0.015801277,0.9598817
65,unrelated_token,91,592,0.99219257,0.004805875,0.0030015714,0.989191
66,orig,-1,593,0.8658452,0.12875926,0.0053955857,0.8604496
66,paraphrase,-1,594,0.19949223,0.79132205,0.009185722,0.19030651
66,translate,-1,595,0.7529686,0.21316373,0.033867676,0.71910095
66,polarity,-1,596,0.92173755,0.047811978,0.030450556,0.89128697
66,vocab,-1,597,0.5057163,0.038298454,0.4559852,0.049731135
66,cat,-1,598,0.907928,0.08620023,0.0058717304,0.9020563
66,shuffle,-1,599,0.98515826,0.012958445,0.0018833209,0.98327494
66,unrelated,27,600,0.885837,0.032806758,0.08135625,0.8044808
66,unrelated_token,27,601,0.92757684,0.019862343,0.052560776,0.8750161
67,orig,-1,602,0.988389,0.006911494,0.004699441,0.98368955
67,paraphrase,-1,603,0.9741356,0.014378445,0.011485908,0.96264964
67,translate,-1,604,0.92152977,0.059344493,0.01912574,0.902404
67,polarity,-1,605,0.99458224,0.0033336927,0.0020841353,0.9924981
67,vocab,-1,606,0.6538558,0.014138512,0.33200577,0.32185003
67,cat,-1,607,0.98186433,0.012432481,0.005703133,0.9761612
67,shuffle,-1,608,0.9750225,0.010027308,0.014950223,0.9600723
67,unrelated,62,609,0.03785344,0.04145225,0.9206943,-0.8828409
67,unrelated_token,62,610,0.042505853,0.050452307,0.90704185,-0.864536
68,orig,-1,611,0.38901696,0.53185296,0.07913012,0.30988684
68,paraphrase,-1,612,0.70599806,0.26744375,0.026558213,0.67943984
68,translate,-1,613,0.3870034,0.53782594,0.075170696,0.3118327
68,polarity,-1,614,0.85517555,0.12112692,0.023697495,0.83147806
68,vocab,-1,615,0.41455755,0.05908456,0.5263579,-0.11180034
68,cat,-1,616,0.33360356,0.5674095,0.0989869,0.23461667
68,shuffle,-1,617,0.78580165,0.13206011,0.08213824,0.7036634
68,unrelated,241,618,0.98218346,0.011445878,0.0063705905,0.97581285
68,unrelated_token,241,619,0.98170185,0.012601539,0.005696623,0.97600526
69,orig,-1,620,0.19719978,0.796489,0.00631118,0.1908886
69,paraphrase,-1,621,0.074085556,0.9212472,0.00466726,0.069418296
69,translate,-1,622,0.21156424,0.7849059,0.0035298911,0.20803435
69,polarity,-1,623,0.6828948,0.30870792,0.008397243,0.6744976
69,vocab,-1,624,0.30243686,0.65400356,0.04355953,0.25887734
69,cat,-1,625,0.23259138,0.7596645,0.0077441623,0.22484721
69,shuffle,-1,626,0.23876351,0.7539876,0.0072488636,0.23151465
69,unrelated,118,627,0.9753145,0.018886061,0.005799432,0.9695151
69,unrelated_token,118,628,0.98648655,0.0107154725,0.0027980292,0.98368853
70,orig,-1,629,0.6948152,0.256828,0.048356798,0.64645845
70,paraphrase,-1,630,0.8777993,0.08882308,0.033377655,0.8444216
70,translate,-1,631,0.043623097,0.9155565,0.040820345,0.002802752
70,polarity,-1,632,0.9287292,0.059255827,0.012015061,0.91671413
70,vocab,-1,633,0.95903605,0.01998206,0.020981962,0.9380541
70,cat,-1,634,0.48152906,0.46716994,0.051300924,0.43022814
70,shuffle,-1,635,0.89910316,0.053106334,0.047790527,0.85131264
70,unrelated,110,636,0.7474102,0.21697837,0.035611507,0.71179867
70,unrelated_token,110,637,0.7692263,0.20117973,0.029594032,0.7396323
71,orig,-1,638,0.053565662,0.92386365,0.022570651,0.030995011
71,paraphrase,-1,639,0.06753487,0.9212037,0.011261437,0.056273434
71,translate,-1,640,0.023798507,0.9689042,0.007297223,0.016501283
71,polarity,-1,641,0.34550312,0.6486443,0.0058525456,0.33965057
71,vocab,-1,642,0.10070621,0.8817294,0.017564321,0.08314189
71,cat,-1,643,0.067677595,0.9159665,0.016355908,0.051321685
71,shuffle,-1,644,0.93262804,0.055140335,0.012231592,0.92039645
71,unrelated,225,645,0.01274904,0.9835407,0.0037101822,0.009038857
71,unrelated_token,225,646,0.017206326,0.97781074,0.0049829357,0.012223391
72,orig,-1,647,0.491131,0.38156056,0.12730849,0.36382252
72,paraphrase,-1,648,0.91990477,0.06876137,0.01133376,0.908571
72,translate,-1,649,0.18027203,0.77087855,0.04884938,0.13142264
72,polarity,-1,650,0.7988492,0.18431008,0.016840678,0.7820085
72,vocab,-1,651,0.6634728,0.03659922,0.299928,0.36354476
72,cat,-1,652,0.51942563,0.27716437,0.20340998,0.31601566
72,shuffle,-1,653,0.12662834,0.65001696,0.22335473,-0.09672639
72,unrelated,100,654,0.9304819,0.05001699,0.01950105,0.9109809
72,unrelated_token,100,655,0.93368095,0.04905027,0.017268782,0.9164122
73,orig,-1,656,0.9432954,0.039086837,0.017617818,0.9256776
73,paraphrase,-1,657,0.8823156,0.0934962,0.024188325,0.85812724
73,translate,-1,658,0.855033,0.043494064,0.10147296,0.75356
73,polarity,-1,659,0.97921294,0.015176633,0.0056104995,0.9736024
73,vocab,-1,660,0.6209908,0.1310596,0.2479496,0.3730412
73,cat,-1,661,0.9357115,0.042708296,0.021580195,0.9141313
73,shuffle,-1,662,0.94891435,0.041066054,0.010019541,0.9388948
73,unrelated,1,663,0.40583572,0.57624584,0.017918456,0.38791725
73,unrelated_token,1,664,0.34202918,0.63837093,0.019599834,0.32242936
74,orig,-1,665,0.967552,0.023396846,0.00905117,0.95850086
74,paraphrase,-1,666,0.340925,0.5156142,0.14346083,0.19746418
74,translate,-1,667,0.8353659,0.14132686,0.023307338,0.81205857
74,polarity,-1,668,0.81564623,0.15899119,0.025362648,0.79028356
74,vocab,-1,669,0.05791163,0.0223815,0.9197068,-0.8617952
74,cat,-1,670,0.9661688,0.023034899,0.0107962405,0.9553726
74,shuffle,-1,671,0.9705228,0.021006398,0.008470792,0.96205205
74,unrelated,246,672,0.023937237,0.2211462,0.75491655,-0.7309793
74,unrelated_token,246,673,0.073995,0.17648931,0.7495157,-0.6755207
75,orig,-1,674,0.3121923,0.030276367,0.6575313,-0.34533903
75,paraphrase,-1,675,0.19445188,0.074466236,0.7310819,-0.53663003
75,translate,-1,676,0.10100162,0.03748443,0.861514,-0.76051235
75,polarity,-1,677,0.6351154,0.035069164,0.32981545,0.30529994
75,vocab,-1,678,0.22114284,0.029735425,0.7491218,-0.52797896
75,cat,-1,679,0.42720252,0.04988884,0.5229086,-0.095706105
75,shuffle,-1,680,0.56140584,0.32313684,0.11545733,0.4459485
75,unrelated,7,681,0.627012,0.35275382,0.020234153,0.60677785
75,unrelated_token,7,682,0.4134737,0.5637734,0.022752875,0.3907208
76,orig,-1,683,0.90914047,0.04277094,0.048088662,0.8610518
76,paraphrase,-1,684,0.9569477,0.026081067,0.016971275,0.9399764
76,translate,-1,685,0.76575845,0.10813141,0.12611015,0.6396483
76,polarity,-1,686,0.95734376,0.02458295,0.018073304,0.93927044
76,vocab,-1,687,0.3876142,0.100132555,0.5122532,-0.124639034
76,cat,-1,688,0.93619275,0.026171552,0.037635744,0.898557
76,shuffle,-1,689,0.9873524,0.004384321,0.008263299,0.9790891
76,unrelated,28,690,0.9223001,0.0126272235,0.06507259,0.8572275
76,unrelated_token,28,691,0.8825658,0.015394422,0.10203978,0.78052604
77,orig,-1,692,0.5236916,0.4590077,0.017300697,0.50639087
77,paraphrase,-1,693,0.9479141,0.046644047,0.005441788,0.94247234
77,translate,-1,694,0.7259055,0.251234,0.022860533,0.70304495
77,polarity,-1,695,0.8221211,0.17376234,0.004116539,0.81800455
77,vocab,-1,696,0.909321,0.0683113,0.022367748,0.88695323
77,cat,-1,697,0.3725998,0.609235,0.018165221,0.35443458
77,shuffle,-1,698,0.83489203,0.1578705,0.0072373534,0.82765466
77,unrelated,210,699,0.106480315,0.88623196,0.007287769,0.099192545
77,unrelated_token,210,700,0.056544207,0.9377031,0.00575278,0.050791427
78,orig,-1,701,0.8856207,0.08848402,0.025895318,0.8597254
78,paraphrase,-1,702,0.666809,0.24268338,0.09050755,0.57630146
78,translate,-1,703,0.5612214,0.27978167,0.15899694,0.40222448
78,polarity,-1,704,0.9932473,0.005564512,0.0011882292,0.99205905
78,vocab,-1,705,0.4860578,0.3252649,0.18867736,0.29738045
78,cat,-1,706,0.92869014,0.04483609,0.026473863,0.90221626
78,shuffle,-1,707,0.31972554,0.61885023,0.06142425,0.2583013
78,unrelated,128,708,0.9217677,0.05495249,0.023279715,0.898488
78,unrelated_token,128,709,0.8857632,0.08407534,0.030161517,0.8556017
79,orig,-1,710,0.025961285,0.9590866,0.014952052,0.011009233
79,paraphrase,-1,711,0.013295065,0.97678626,0.009918722,0.0033763424
79,translate,-1,712,0.013559713,0.9788711,0.0075692595,0.0059904535
79,polarity,-1,713,0.15728134,0.7119772,0.13074145,0.026539892
79,vocab,-1,714,0.22285801,0.07689554,0.7002464,-0.47738838
79,cat,-1,715,0.029873827,0.95045775,0.019668415,0.010205412
79,shuffle,-1,716,0.22966403,0.14398347,0.62635255,-0.39668852
79,unrelated,231,717,0.9911542,0.005461362,0.0033844204,0.9877698
79,unrelated_token,231,718,0.97971374,0.016274577,0.004011694,0.97570205
80,orig,-1,719,0.85133946,0.02015892,0.12850165,0.7228378
80,paraphrase,-1,720,0.06580656,0.17071007,0.7634834,-0.69767684
80,translate,-1,721,0.6766945,0.10291662,0.2203889,0.45630562
80,polarity,-1,722,0.74571866,0.04053797,0.21374328,0.5319754
80,vocab,-1,723,0.12606454,0.5268784,0.34705707,-0.22099254
80,cat,-1,724,0.8413354,0.01746136,0.14120325,0.70013213
80,shuffle,-1,725,0.6085152,0.17974505,0.21173973,0.39677548
80,unrelated,222,726,0.8689968,0.046871863,0.08413129,0.7848655
80,unrelated_token,222,727,0.8091335,0.066417724,0.1244487,0.6846848
81,orig,-1,728,0.98411316,0.0030240125,0.012862789,0.97125036
81,paraphrase,-1,729,0.99553204,0.0011408721,0.0033271145,0.9922049
81,translate,-1,730,0.96228665,0.014726152,0.022987196,0.93929946
81,polarity,-1,731,0.9972295,0.0015348282,0.0012356802,0.99599385
81,vocab,-1,732,0.71013886,0.04927869,0.2405825,0.46955636
81,cat,-1,733,0.992975,0.0018042745,0.0052208416,0.98775417
81,shuffle,-1,734,0.04298304,0.010214352,0.9468026,-0.90381956
81,unrelated,229,735,0.93500626,0.054463767,0.010529967,0.92447627
81,unrelated_token,229,736,0.93821126,0.05152771,0.010260998,0.92795026
82,orig,-1,737,0.9415373,0.023524934,0.034937777,0.9065995
82,paraphrase,-1,738,0.95865667,0.010587496,0.030755838,0.92790085
82,translate,-1,739,0.8272107,0.13176543,0.04102383,0.7861869
82,polarity,-1,740,0.99208504,0.005455825,0.002459133,0.98962593
82,vocab,-1,741,0.90183115,0.053137574,0.045031264,0.8567999
82,cat,-1,742,0.9532881,0.016807599,0.029904323,0.9233838
82,shuffle,-1,743,0.93511623,0.014074742,0.050808985,0.88430727
82,unrelated,72,744,0.6610124,0.16893514,0.17005241,0.49096
82,unrelated_token,72,745,0.6150464,0.15711085,0.22784276,0.38720363
83,orig,-1,746,0.01236629,0.045655612,0.9419781,-0.9296118
83,paraphrase,-1,747,0.005365719,0.043395787,0.9512385,-0.9458728
83,translate,-1,748,0.009847285,0.0950295,0.89512324,-0.88527596
83,polarity,-1,749,0.20254241,0.35311592,0.44434166,-0.24179925
83,vocab,-1,750,0.0068110134,0.0076878006,0.9855012,-0.9786902
83,cat,-1,751,0.012048628,0.034541916,0.9534095,-0.9413609
83,shuffle,-1,752,0.045511436,0.006038697,0.9484498,-0.90293837
83,unrelated,151,753,0.71854645,0.10758751,0.17386603,0.5446804
83,unrelated_token,151,754,0.8038524,0.082803175,0.11334443,0.69050795
84,orig,-1,755,0.94522285,0.05241584,0.0023613495,0.9428615
84,paraphrase,-1,756,0.9360945,0.06092605,0.0029793838,0.9331151
84,translate,-1,757,0.9857721,0.013209354,0.001018596,0.9847535
84,polarity,-1,758,0.9868485,0.012063925,0.0010875958,0.98576087
84,vocab,-1,759,0.8520793,0.13930202,0.00861866,0.8434606
84,cat,-1,760,0.94290173,0.054696195,0.0024020097,0.9404997
84,shuffle,-1,761,0.9795313,0.0158791,0.0045896,0.9749417
84,unrelated,198,762,0.9910018,0.004413437,0.0045847693,0.986417
84,unrelated_token,198,763,0.99038446,0.005161655,0.0044539724,0.9859305
85,orig,-1,764,0.3443315,0.46921128,0.18645719,0.15787432
85,paraphrase,-1,765,0.42516962,0.46547773,0.10935265,0.31581697
85,translate,-1,766,0.3875538,0.570813,0.041633185,0.34592062
85,polarity,-1,767,0.91333175,0.07599358,0.010674743,0.90265703
85,vocab,-1,768,0.5099276,0.15750608,0.33256638,0.17736119
85,cat,-1,769,0.37342396,0.4158732,0.21070284,0.16272113
85,shuffle,-1,770,0.88145405,0.08307605,0.035469823,0.8459842
85,unrelated,125,771,0.8842313,0.1078603,0.007908371,0.876323
85,unrelated_token,125,772,0.82925326,0.1623753,0.008371411,0.82088184
86,orig,-1,773,0.7343132,0.17802846,0.08765839,0.6466548
86,paraphrase,-1,774,0.8486201,0.106971964,0.044407852,0.8042123
86,translate,-1,775,0.54883945,0.3945429,0.056617692,0.49222177
86,polarity,-1,776,0.7061363,0.2673003,0.026563413,0.6795729
86,vocab,-1,777,0.5100715,0.110041715,0.37988678,0.13018474
86,cat,-1,778,0.90085834,0.05889811,0.040243544,0.8606148
86,shuffle,-1,779,0.53129244,0.44499657,0.023710964,0.5075815
86,unrelated,104,780,0.99160415,0.004826534,0.0035693047,0.98803484
86,unrelated_token,104,781,0.98811346,0.0073551955,0.004531404,0.9835821
87,orig,-1,782,0.99295384,0.0058698244,0.0011763341,0.9917775
87,paraphrase,-1,783,0.98865837,0.010019688,0.0013220205,0.98733634
87,translate,-1,784,0.6733954,0.31407672,0.012527893,0.6608675
